date,position,song,artist,track_id,popularity,duration_ms,is_explicit,album_id,release_date,genres,main_genre
2023-11-07,18,Ahi Ahi,El negro tecla,5O9IqFNUVtjRlDpdKex3YH,77,176796,1,10b8qKyITW4qsKqatPr8q3,2021-12-08,"rkt, turreo, cumbia",rkt
2023-11-07,19,Bad Boy,Sayian Jimmy & Nysix Music,1fTBr87WdB5OBBpVovXQOz,78,159101,1,5WN8wOXN4VxKVTxXlYfjXh,2023-07-07,"reggaeton chileno, chilean mambo, chilean trap, rkt, mambo, turreo",reggaeton chileno
2023-11-07,20,FLECHAZO EN EL CENTRO,YSY A & Bhavi,4jn3R3KF5hx2fCiXlj89yE,82,185241,0,4n6BNKtpmZOYUyfecMzzpZ,2023-09-06,"argentine trap, trap",argentine trap
2023-11-07,21,El Amor de Mi Vida,"Los Ángeles Azules, Maria Becerra",0N5qTofETElfJvRvpF3Mk6,59,184586,0,3qOtTVQrOweneiMPwaRme2,2023-08-18,"cumbia, cumbia sonidera, salsa",cumbia
2023-11-07,22,MONACO,Bad Bunny,4MjDJD8cW7iVeWInc2Bdyj,98,267194,1,4FftCsAcXXD1nFO9RFUNFO,2023-10-13,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-11-07,23,CORAZÓN VACÍO,Maria Becerra,3oNnzH6hmqIGIhJ1NcHlrh,86,160535,0,3YBQyY0Bj7bpxj0VHAse0P,2023-06-22,argentine trap,argentine trap
2023-11-07,24,Columbia,Quevedo,0uqt3MShCD4uYCIRNm6d4o,95,186000,0,7mxdTElQPU15fNSi8X7CFx,2023-07-07,unknown,unknown
2023-11-07,25,LALA,Myke Towers,7ABLbnD53cQK00mhcaOUVG,97,197920,1,3puAvurwvtvi1rodndIPW8,2023-03-23,"reggaeton, trap latino, urbano latino",reggaeton
2023-11-07,26,QLONA,KAROL G,5RqSsdzTNPX1uzkmlHCFvK,94,172797,1,0FqAaUEyKCyUNFE1uQPZ7i,2023-08-10,"reggaeton, latin, urbano latino",reggaeton
2023-11-07,27,Los del Espacio,LIT killah,1Hs1uUl8o2VtDp1DABFq0O,88,338000,0,6DVg3IJPFr7JZDDXYcyPbU,2023-06-01,"argentine trap, trap latino, trap, urbano latino",argentine trap
2023-11-07,28,DIME SI ERES FELIZ VOL.2,BM & Hernan y La Champion's Liga,7v7RTZrtBsoENSPD0SCMLy,79,171667,0,4qsduU9ye1CNUnHVE6BHGn,2023-08-30,"rkt, turreo, cuarteto, cumbia",rkt
2023-11-07,29,Toy en el Mic,Bizarrap & Milo j,3DeZc9cOc1DM8YNoJV8lAv,87,137053,1,4NMv3cMkDwkkR6EdLloQDB,2023-10-04,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-07,30,ADIÓS,Maria Becerra,2bNCiY24Eh4saMcc23bvUN,82,160856,1,3iYC1GqtQVjnO63aYDs1nL,2022-12-08,argentine trap,argentine trap
2023-11-07,31,Exclusive.mp3,Emilia,5f4mOETLngamMDTJnbF9s7,68,120600,0,2qo8j9yZIsx66yDuUho2jp,2023-11-03,argentine trap,argentine trap
2023-11-07,32,ATORRANTE - con Los Palmeras,Emanero & Ulises Bueno & Migrantes,3ezO8gfskSWM3rk0GTfhFl,78,252347,0,7J0ELTewKJkd25s6AbcV1l,2023-07-08,"cuarteto, cumbia",cuarteto
2023-11-07,33,Rara Vez,Taiu & Milo j,7MVIfkyzuUmQ716j8U7yGR,89,128677,0,26wRfIX4WqKLKHll9O3KnF,2023-02-08,argentine trap,argentine trap
2023-11-07,34,No_Se_Ve.mp3,Emilia,2iIBpwP4FyQ95xgVail3yr,62,203636,0,7sAPapzxqBhYuDe7OxldCN,2023-11-03,argentine trap,argentine trap
2023-11-07,35,Salgo a Bailar,FMK & Emilia,7xX7bER73YZSE4m76OpMXV,79,157830,0,0uRoHlgfvgSwumltupp9vs,2023-07-14,argentine trap,argentine trap
2023-11-07,36,QUE ME FALTE TODO,Luck Ra & Abel Pintos,1TyBUtMxdmRfXhW3MmbxtQ,69,165918,0,3X0T1blaMiY2aev0wrbK1G,2023-10-26,"cuarteto, cumbia, argentine trap",cuarteto
2023-11-07,37,Entre Beso y Beso,Ke Personajes,6abr2lKyMZTy21gSPWm7aG,78,153488,0,1tTfu4nQ2JUavleM8xoq5a,2023-08-30,"cumbia, cuarteto",cumbia
2023-11-07,38,DISPARA ***,Nicki Nicole,6r0TaoZh1Oc1KkuL4rC1kB,81,143935,1,0pWzIntouGCOZzQsSW6xYc,2023-05-18,argentine trap,argentine trap
2023-11-07,39,DISCOTEKA (feat. Locura Mix),The La Planta & BM & Alejo Isakk,5w7RsSgxxBwdVTSyQDj8Bi,78,204480,0,64rUVVmLA2xspGjE2nt6dx,2023-02-16,"cumbia, rkt, cuarteto, turreo",cumbia
2023-11-07,40,Luck Ra | Mission 15,Alan Gomez & Luck Ra,6CIMoDfTsvFVGhFi3v9Izn,78,133284,1,75ROUVsHe1IcWmeOBuFZtT,2023-05-17,"rkt, turreo",rkt
2023-11-07,41,En La Intimidad | CROSSOVER #1,Big One & Emilia & Callejero Fino,7w7BrPbOjF5OxChs2dxFve,80,165854,0,5OT9JgUd8WVWBJgYog7a82,2023-02-01,"argentine trap, cuarteto, cumbia",argentine trap
2023-11-07,42,Holanda,Jhayco,6irysuQyZWd7Bjj7ePiOs2,92,231693,1,42D6fdFJ4SLnh4jXZJrsNa,2023-07-28,"reggaeton, trap latino, urbano latino",reggaeton
2023-11-07,43,Dale Mecha,Mesita,3WndNMJo029mMO64l9hGFm,77,150829,0,6EsqgjhvRGp1aIivu7ck8F,2023-05-02,"rkt, turreo, argentine trap, trap",rkt
2023-11-07,44,Me Escapé,"DobleP, Lauty Gram, Gusty dj",3PMDGzzSA9T2KYEENEMEcD,72,176181,1,1qjTCgzjfvn68EIVa7l7qD,2023-09-07,"rkt, turreo, guaracha",rkt
2023-11-07,45,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,1NCF4UUsuT6Xzw2Zxd43PJ,90,219333,1,14IBdTrbCCeHRZgTATdgRd,2023-06-22,neoperreo,neoperreo
2023-11-07,46,No soy Eterno,Bizarrap & Milo j,0aPs3kmiqmt9QG7gWXdefA,86,151468,0,4NMv3cMkDwkkR6EdLloQDB,2023-10-04,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-07,47,Classy 101,Feid & Young Miko,1hZsWUnLbqRw09jLAMQSsb,93,195986,1,0lgs2Sa82lyX89nBUWyUy6,2023-03-31,"reggaeton, urbano latino",reggaeton
2023-11-07,48,ASI ES LA VIDA,Enrique Iglesias & Maria Becerra,0Me3GyNuLOa1YTIxhJPyCn,83,172095,0,6qW93Zylfk7oxZ8ZzwjkL5,2023-09-28,"latin pop, latin",latin pop
2023-11-07,49,Pobre Corazón - En Vivo,"Ke Personajes, Onda Sabanera",1AX4aybSRyXHWrjg27wTFE,82,198930,0,7kNdveFXAKstJ8iNMrwq4Z,2023-03-02,"cumbia, cuarteto",cumbia
2023-11-07,50,Costumbres - Vivo,Damas Gratis & Ke Personajes,6HT88WDVwEJiHEbPuQ5XcB,79,133077,0,5bF1CFdbRtYvsCbVro137h,2022-10-27,"cumbia, cuarteto",cumbia
2023-11-08,1,La_Original.mp3,Emilia,6Es8Sk3xe1HiJ2MXCfHHwR,71,140625,0,2qo8j9yZIsx66yDuUho2jp,2023-11-03,argentine trap,argentine trap
2023-11-08,2,La Morocha,Luck Ra & BM,6vRQqxOhUFd78p5tL8jXr7,85,134144,0,3X0T1blaMiY2aev0wrbK1G,2023-07-07,"cuarteto, cumbia, argentine trap",cuarteto
2023-11-08,3,Lollipop,Darell,3cDyocF0Ibdfs1SFQk5cLZ,95,199946,1,11UJfH39O0VqLiQGLW0D0e,2023-07-28,"reggaeton, trap latino, dembow, urbano latino",reggaeton
2023-11-08,4,Una Foto,Mesita,1kqH58eGh2ZTOHwqBIB2tM,83,122500,0,4f47mbk3DOWJ16DXLnviMw,2023-08-15,"rkt, turreo, argentine trap, trap",rkt
2023-11-08,5,Linda - Remix,Marka Akme & DJ Tao & Lauty Gram,7HrgGbnNKZKhBL70aFKpXk,81,234105,0,31O1cXWZUf4yRC28MwJ1wb,2023-09-27,"cumbia, rkt, turreo",cumbia
2023-11-08,6,Si No Estás,iñigo quintero,2HafqoJbgXdtjwCOvNEF14,99,184061,0,66k6EGkPtYoN44anGIsEPW,2022-09-23,unknown,unknown
2023-11-08,7,Fruto,Bizarrap & Milo j,4SW9gHnW8NfKOdqmh0ij45,91,132294,0,4NMv3cMkDwkkR6EdLloQDB,2023-10-04,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-08,8,GTA.mp3,Emilia,6hv8hai0yo19JF2c6pppj6,67,151653,0,2qo8j9yZIsx66yDuUho2jp,2023-11-03,argentine trap,argentine trap
2023-11-08,9,PERRO NEGRO,Bad Bunny,7iQXYTyuG13aoeHxGG28Nh,97,162767,1,4FftCsAcXXD1nFO9RFUNFO,2023-10-13,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-11-08,10,Lágrimas | CROSSOVER #4,"Big One, TINI, BM",1lSayCmr2lS6ndxELoabIG,82,167419,0,30aaqAqle120bcBU5IDkgr,2023-10-10,"argentine trap, cuarteto, cumbia",argentine trap
2023-11-08,11,Ni Una Ni Dos,BM,0H9WU0OIXPpbOVgzzOanXb,84,158535,1,2BrbrEMfRYAMmNPprw4Jey,2023-06-28,"rkt, turreo, cuarteto, cumbia",rkt
2023-11-08,12,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,1iLbUmb2b2btyAAcQ68a1p,88,189901,0,5NwbUP5QkkMndzwJp9kkxr,2023-10-03,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-08,13,ANDO,Jere Klein & Gittobeatz,4GvEuYAfJlICR2SpMDaBxQ,87,172774,0,3Yg6mB7aDyVFTZBMcJPG5B,2023-09-27,"reggaeton chileno, chilean mambo, chilean trap, mambo, rkt",reggaeton chileno
2023-11-08,14,Bad Boy,Sayian Jimmy & Nysix Music,1fTBr87WdB5OBBpVovXQOz,78,159101,1,5WN8wOXN4VxKVTxXlYfjXh,2023-07-07,"reggaeton chileno, chilean mambo, chilean trap, rkt, mambo, turreo",reggaeton chileno
2023-11-08,15,FLECHAZO EN EL CENTRO,YSY A & Bhavi,4jn3R3KF5hx2fCiXlj89yE,82,185241,0,4n6BNKtpmZOYUyfecMzzpZ,2023-09-06,"argentine trap, trap",argentine trap
2023-11-08,16,Un Finde | CROSSOVER #2,Big One & FMK & Ke Personajes,3tiJUOfAEqIrLFRQgGgdoY,87,162500,0,7cAfD0HludcAifXAbcIR80,2023-04-04,"argentine trap, cuarteto, cumbia",argentine trap
2023-11-08,17,OJITOS ROJOS,Grupo Frontera,11PV8CaPqlto9Uejx92C35,81,221601,0,5i9lMMUZ1QZNsLEE3j50kT,2023-08-25,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, corridos bélicos, ranchera",cumbia norteña
2023-11-08,18,Mentiras | CROSSOVER #3,Big One & Ulises Bueno & Rusherking,6Z28dALKtAgZ7AZRfjMQjY,82,168000,0,1adrM169dtUitpsQomXsX3,2023-07-25,"argentine trap, cuarteto, cumbia",argentine trap
2023-11-08,19,MONACO,Bad Bunny,4MjDJD8cW7iVeWInc2Bdyj,98,267194,1,4FftCsAcXXD1nFO9RFUNFO,2023-10-13,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-11-08,20,CORAZÓN VACÍO,Maria Becerra,3oNnzH6hmqIGIhJ1NcHlrh,86,160535,0,3YBQyY0Bj7bpxj0VHAse0P,2023-06-22,argentine trap,argentine trap
2023-11-08,21,QLONA,KAROL G,5RqSsdzTNPX1uzkmlHCFvK,94,172797,1,0FqAaUEyKCyUNFE1uQPZ7i,2023-08-10,"reggaeton, latin, urbano latino",reggaeton
2023-11-08,22,El Amor de Mi Vida,"Los Ángeles Azules, Maria Becerra",0N5qTofETElfJvRvpF3Mk6,59,184586,0,3qOtTVQrOweneiMPwaRme2,2023-08-18,"cumbia, cumbia sonidera, salsa",cumbia
2023-11-08,23,Columbia,Quevedo,0uqt3MShCD4uYCIRNm6d4o,95,186000,0,7mxdTElQPU15fNSi8X7CFx,2023-07-07,unknown,unknown
2023-11-08,24,LALA,Myke Towers,7ABLbnD53cQK00mhcaOUVG,97,197920,1,3puAvurwvtvi1rodndIPW8,2023-03-23,"reggaeton, trap latino, urbano latino",reggaeton
2023-11-08,25,Exclusive.mp3,Emilia,5f4mOETLngamMDTJnbF9s7,70,120600,0,2qo8j9yZIsx66yDuUho2jp,2023-11-03,argentine trap,argentine trap
2023-11-08,26,Toy en el Mic,Bizarrap & Milo j,3DeZc9cOc1DM8YNoJV8lAv,87,137053,1,4NMv3cMkDwkkR6EdLloQDB,2023-10-04,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-08,27,Ahi Ahi,El negro tecla,5O9IqFNUVtjRlDpdKex3YH,77,176796,1,10b8qKyITW4qsKqatPr8q3,2021-12-08,"rkt, turreo, cumbia",rkt
2023-11-08,28,Ya No Vuelvas (Versión Cuarteto),"Luck Ra, La K'onga, Ke Personajes",0u6JsFiEEXb6kaF0oqyeFi,82,204000,0,3X0T1blaMiY2aev0wrbK1G,2022-12-01,"cuarteto, cumbia, argentine trap",cuarteto
2023-11-08,29,Los del Espacio,LIT killah,1Hs1uUl8o2VtDp1DABFq0O,88,338000,0,6DVg3IJPFr7JZDDXYcyPbU,2023-06-01,"argentine trap, trap latino, trap, urbano latino",argentine trap
2023-11-08,30,Rara Vez,Taiu & Milo j,7MVIfkyzuUmQ716j8U7yGR,89,128677,0,26wRfIX4WqKLKHll9O3KnF,2023-02-08,argentine trap,argentine trap
2023-11-08,31,ADIÓS,Maria Becerra,2bNCiY24Eh4saMcc23bvUN,82,160856,1,3iYC1GqtQVjnO63aYDs1nL,2022-12-08,argentine trap,argentine trap
2023-11-08,32,No_Se_Ve.mp3,Emilia,2iIBpwP4FyQ95xgVail3yr,65,203636,0,7sAPapzxqBhYuDe7OxldCN,2023-11-03,argentine trap,argentine trap
2023-11-08,33,DIME SI ERES FELIZ VOL.2,BM & Hernan y La Champion's Liga,7v7RTZrtBsoENSPD0SCMLy,79,171667,0,4qsduU9ye1CNUnHVE6BHGn,2023-08-30,"rkt, turreo, cuarteto, cumbia",rkt
2023-11-08,34,DISPARA ***,Nicki Nicole,6r0TaoZh1Oc1KkuL4rC1kB,81,143935,1,0pWzIntouGCOZzQsSW6xYc,2023-05-18,argentine trap,argentine trap
2023-11-08,35,Salgo a Bailar,FMK & Emilia,7xX7bER73YZSE4m76OpMXV,79,157830,0,0uRoHlgfvgSwumltupp9vs,2023-07-14,argentine trap,argentine trap
2023-11-08,36,QUE ME FALTE TODO,Luck Ra & Abel Pintos,1TyBUtMxdmRfXhW3MmbxtQ,69,165918,0,3X0T1blaMiY2aev0wrbK1G,2023-10-26,"cuarteto, cumbia, argentine trap",cuarteto
2023-11-08,37,No soy Eterno,Bizarrap & Milo j,0aPs3kmiqmt9QG7gWXdefA,86,151468,0,4NMv3cMkDwkkR6EdLloQDB,2023-10-04,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-08,38,ATORRANTE - con Los Palmeras,Emanero & Ulises Bueno & Migrantes,3ezO8gfskSWM3rk0GTfhFl,78,252347,0,7J0ELTewKJkd25s6AbcV1l,2023-07-08,"cuarteto, cumbia",cuarteto
2023-11-08,39,Classy 101,Feid & Young Miko,1hZsWUnLbqRw09jLAMQSsb,93,195986,1,0lgs2Sa82lyX89nBUWyUy6,2023-03-31,"reggaeton, urbano latino",reggaeton
2023-11-08,40,ASI ES LA VIDA,Enrique Iglesias & Maria Becerra,0Me3GyNuLOa1YTIxhJPyCn,83,172095,0,6qW93Zylfk7oxZ8ZzwjkL5,2023-09-28,"latin pop, latin",latin pop
2023-11-08,41,Holanda,Jhayco,6irysuQyZWd7Bjj7ePiOs2,92,231693,1,42D6fdFJ4SLnh4jXZJrsNa,2023-07-28,"reggaeton, trap latino, urbano latino",reggaeton
2023-11-08,42,Entre Beso y Beso,Ke Personajes,6abr2lKyMZTy21gSPWm7aG,78,153488,0,1tTfu4nQ2JUavleM8xoq5a,2023-08-30,"cumbia, cuarteto",cumbia
2023-11-08,43,Dale Mecha,Mesita,3WndNMJo029mMO64l9hGFm,77,150829,0,6EsqgjhvRGp1aIivu7ck8F,2023-05-02,"rkt, turreo, argentine trap, trap",rkt
2023-11-08,44,Luck Ra | Mission 15,Alan Gomez & Luck Ra,6CIMoDfTsvFVGhFi3v9Izn,78,133284,1,75ROUVsHe1IcWmeOBuFZtT,2023-05-17,"rkt, turreo",rkt
2023-11-08,45,DISCOTEKA (feat. Locura Mix),The La Planta & BM & Alejo Isakk,5w7RsSgxxBwdVTSyQDj8Bi,78,204480,0,64rUVVmLA2xspGjE2nt6dx,2023-02-16,"cumbia, rkt, cuarteto, turreo",cumbia
2023-11-08,46,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,1NCF4UUsuT6Xzw2Zxd43PJ,90,219333,1,14IBdTrbCCeHRZgTATdgRd,2023-06-22,neoperreo,neoperreo
2023-11-08,47,Me Escapé,"DobleP, Lauty Gram, Gusty dj",3PMDGzzSA9T2KYEENEMEcD,72,176181,1,1qjTCgzjfvn68EIVa7l7qD,2023-09-07,"rkt, turreo, guaracha",rkt
2023-11-08,48,En La Intimidad | CROSSOVER #1,Big One & Emilia & Callejero Fino,7w7BrPbOjF5OxChs2dxFve,80,165854,0,5OT9JgUd8WVWBJgYog7a82,2023-02-01,"argentine trap, cuarteto, cumbia",argentine trap
2023-11-08,49,UN PREVIEW,Bad Bunny,63ui2w3QJBp8xx0c1MJB2Z,87,165582,1,72GhGik5fsSeFkgpjsllVj,2023-10-13,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-11-08,50,Pobre Corazón - En Vivo,"Ke Personajes, Onda Sabanera",1AX4aybSRyXHWrjg27wTFE,81,198930,0,7kNdveFXAKstJ8iNMrwq4Z,2023-03-02,"cumbia, cuarteto",cumbia
2023-11-09,1,La_Original.mp3,Emilia,6Es8Sk3xe1HiJ2MXCfHHwR,72,140625,0,2qo8j9yZIsx66yDuUho2jp,2023-11-03,argentine trap,argentine trap
2023-11-09,2,La Morocha,Luck Ra & BM,6vRQqxOhUFd78p5tL8jXr7,85,134144,0,3X0T1blaMiY2aev0wrbK1G,2023-07-07,"cuarteto, cumbia, argentine trap",cuarteto
2023-11-09,3,Lollipop,Darell,3cDyocF0Ibdfs1SFQk5cLZ,95,199946,1,11UJfH39O0VqLiQGLW0D0e,2023-07-28,"reggaeton, trap latino, dembow, urbano latino",reggaeton
2023-11-09,4,Una Foto,Mesita,1kqH58eGh2ZTOHwqBIB2tM,83,122500,0,4f47mbk3DOWJ16DXLnviMw,2023-08-15,"rkt, turreo, argentine trap, trap",rkt
2023-11-09,5,Linda - Remix,Marka Akme & DJ Tao & Lauty Gram,7HrgGbnNKZKhBL70aFKpXk,81,234105,0,31O1cXWZUf4yRC28MwJ1wb,2023-09-27,"cumbia, rkt, turreo",cumbia
2023-11-09,6,Si No Estás,iñigo quintero,2HafqoJbgXdtjwCOvNEF14,99,184061,0,66k6EGkPtYoN44anGIsEPW,2022-09-23,unknown,unknown
2023-11-09,7,Fruto,Bizarrap & Milo j,4SW9gHnW8NfKOdqmh0ij45,91,132294,0,4NMv3cMkDwkkR6EdLloQDB,2023-10-04,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-09,8,PERRO NEGRO,Bad Bunny,7iQXYTyuG13aoeHxGG28Nh,97,162767,1,4FftCsAcXXD1nFO9RFUNFO,2023-10-13,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-11-09,9,GTA.mp3,Emilia,6hv8hai0yo19JF2c6pppj6,68,151653,0,2qo8j9yZIsx66yDuUho2jp,2023-11-03,argentine trap,argentine trap
2023-11-09,10,Lágrimas | CROSSOVER #4,"Big One, TINI, BM",1lSayCmr2lS6ndxELoabIG,82,167419,0,30aaqAqle120bcBU5IDkgr,2023-10-10,"argentine trap, cuarteto, cumbia",argentine trap
2023-11-09,11,Ni Una Ni Dos,BM,0H9WU0OIXPpbOVgzzOanXb,83,158535,1,2BrbrEMfRYAMmNPprw4Jey,2023-06-28,"rkt, turreo, cuarteto, cumbia",rkt
2023-11-09,12,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,1iLbUmb2b2btyAAcQ68a1p,88,189901,0,5NwbUP5QkkMndzwJp9kkxr,2023-10-03,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-09,13,ANDO,Jere Klein & Gittobeatz,4GvEuYAfJlICR2SpMDaBxQ,87,172774,0,3Yg6mB7aDyVFTZBMcJPG5B,2023-09-27,"reggaeton chileno, chilean mambo, chilean trap, mambo, rkt",reggaeton chileno
2023-11-09,14,Bad Boy,Sayian Jimmy & Nysix Music,1fTBr87WdB5OBBpVovXQOz,79,159101,1,5WN8wOXN4VxKVTxXlYfjXh,2023-07-07,"reggaeton chileno, chilean mambo, chilean trap, rkt, mambo, turreo",reggaeton chileno
2023-11-09,15,FLECHAZO EN EL CENTRO,YSY A & Bhavi,4jn3R3KF5hx2fCiXlj89yE,82,185241,0,4n6BNKtpmZOYUyfecMzzpZ,2023-09-06,"argentine trap, trap",argentine trap
2023-11-09,16,OJITOS ROJOS,Grupo Frontera,11PV8CaPqlto9Uejx92C35,80,221601,0,5i9lMMUZ1QZNsLEE3j50kT,2023-08-25,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, corridos bélicos, ranchera",cumbia norteña
2023-11-09,17,Un Finde | CROSSOVER #2,Big One & FMK & Ke Personajes,3tiJUOfAEqIrLFRQgGgdoY,87,162500,0,7cAfD0HludcAifXAbcIR80,2023-04-04,"argentine trap, cuarteto, cumbia",argentine trap
2023-11-09,18,Mentiras | CROSSOVER #3,Big One & Ulises Bueno & Rusherking,6Z28dALKtAgZ7AZRfjMQjY,82,168000,0,1adrM169dtUitpsQomXsX3,2023-07-25,"argentine trap, cuarteto, cumbia",argentine trap
2023-11-09,19,MONACO,Bad Bunny,4MjDJD8cW7iVeWInc2Bdyj,98,267194,1,4FftCsAcXXD1nFO9RFUNFO,2023-10-13,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-11-09,20,QLONA,KAROL G,5RqSsdzTNPX1uzkmlHCFvK,94,172797,1,0FqAaUEyKCyUNFE1uQPZ7i,2023-08-10,"reggaeton, latin, urbano latino",reggaeton
2023-11-09,21,CORAZÓN VACÍO,Maria Becerra,3oNnzH6hmqIGIhJ1NcHlrh,86,160535,0,3YBQyY0Bj7bpxj0VHAse0P,2023-06-22,argentine trap,argentine trap
2023-11-09,22,Columbia,Quevedo,0uqt3MShCD4uYCIRNm6d4o,94,186000,0,7mxdTElQPU15fNSi8X7CFx,2023-07-07,unknown,unknown
2023-11-09,23,El Amor de Mi Vida,"Los Ángeles Azules, Maria Becerra",0N5qTofETElfJvRvpF3Mk6,59,184586,0,3qOtTVQrOweneiMPwaRme2,2023-08-18,"cumbia, cumbia sonidera, salsa",cumbia
2023-11-09,24,LALA,Myke Towers,7ABLbnD53cQK00mhcaOUVG,97,197920,1,3puAvurwvtvi1rodndIPW8,2023-03-23,"reggaeton, trap latino, urbano latino",reggaeton
2023-11-09,25,Toy en el Mic,Bizarrap & Milo j,3DeZc9cOc1DM8YNoJV8lAv,87,137053,1,4NMv3cMkDwkkR6EdLloQDB,2023-10-04,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-09,26,Exclusive.mp3,Emilia,5f4mOETLngamMDTJnbF9s7,71,120600,0,2qo8j9yZIsx66yDuUho2jp,2023-11-03,argentine trap,argentine trap
2023-11-09,27,Ya No Vuelvas (Versión Cuarteto),"Luck Ra, La K'onga, Ke Personajes",0u6JsFiEEXb6kaF0oqyeFi,82,204000,0,3X0T1blaMiY2aev0wrbK1G,2022-12-01,"cuarteto, cumbia, argentine trap",cuarteto
2023-11-09,28,Ahi Ahi,El negro tecla,5O9IqFNUVtjRlDpdKex3YH,77,176796,1,10b8qKyITW4qsKqatPr8q3,2021-12-08,"rkt, turreo, cumbia",rkt
2023-11-09,29,Los del Espacio,LIT killah,1Hs1uUl8o2VtDp1DABFq0O,88,338000,0,6DVg3IJPFr7JZDDXYcyPbU,2023-06-01,"argentine trap, trap latino, trap, urbano latino",argentine trap
2023-11-09,30,Rara Vez,Taiu & Milo j,7MVIfkyzuUmQ716j8U7yGR,89,128677,0,26wRfIX4WqKLKHll9O3KnF,2023-02-08,argentine trap,argentine trap
2023-11-09,31,QUE ME FALTE TODO,Luck Ra & Abel Pintos,1TyBUtMxdmRfXhW3MmbxtQ,70,165918,0,3X0T1blaMiY2aev0wrbK1G,2023-10-26,"cuarteto, cumbia, argentine trap",cuarteto
2023-11-09,32,ADIÓS,Maria Becerra,2bNCiY24Eh4saMcc23bvUN,81,160856,1,3iYC1GqtQVjnO63aYDs1nL,2022-12-08,argentine trap,argentine trap
2023-11-09,33,DIME SI ERES FELIZ VOL.2,BM & Hernan y La Champion's Liga,7v7RTZrtBsoENSPD0SCMLy,78,171667,0,4qsduU9ye1CNUnHVE6BHGn,2023-08-30,"rkt, turreo, cuarteto, cumbia",rkt
2023-11-09,34,No_Se_Ve.mp3,Emilia,2iIBpwP4FyQ95xgVail3yr,66,203636,0,7sAPapzxqBhYuDe7OxldCN,2023-11-03,argentine trap,argentine trap
2023-11-09,35,Salgo a Bailar,FMK & Emilia,7xX7bER73YZSE4m76OpMXV,79,157830,0,0uRoHlgfvgSwumltupp9vs,2023-07-14,argentine trap,argentine trap
2023-11-09,36,DISPARA ***,Nicki Nicole,6r0TaoZh1Oc1KkuL4rC1kB,81,143935,1,0pWzIntouGCOZzQsSW6xYc,2023-05-18,argentine trap,argentine trap
2023-11-09,37,ATORRANTE - con Los Palmeras,Emanero & Ulises Bueno & Migrantes,3ezO8gfskSWM3rk0GTfhFl,77,252347,0,7J0ELTewKJkd25s6AbcV1l,2023-07-08,"cuarteto, cumbia",cuarteto
2023-11-09,38,No soy Eterno,Bizarrap & Milo j,0aPs3kmiqmt9QG7gWXdefA,86,151468,0,4NMv3cMkDwkkR6EdLloQDB,2023-10-04,"argentine trap, trap latino, urbano latino",argentine trap
2023-11-09,39,ASI ES LA VIDA,Enrique Iglesias & Maria Becerra,0Me3GyNuLOa1YTIxhJPyCn,83,172095,0,6qW93Zylfk7oxZ8ZzwjkL5,2023-09-28,"latin pop, latin",latin pop
2023-11-09,40,Classy 101,Feid & Young Miko,1hZsWUnLbqRw09jLAMQSsb,93,195986,1,0lgs2Sa82lyX89nBUWyUy6,2023-03-31,"reggaeton, urbano latino",reggaeton
2023-11-09,41,Luck Ra | Mission 15,Alan Gomez & Luck Ra,6CIMoDfTsvFVGhFi3v9Izn,78,133284,1,75ROUVsHe1IcWmeOBuFZtT,2023-05-17,"rkt, turreo",rkt
2023-11-09,42,Holanda,Jhayco,6irysuQyZWd7Bjj7ePiOs2,92,231693,1,42D6fdFJ4SLnh4jXZJrsNa,2023-07-28,"reggaeton, trap latino, urbano latino",reggaeton
2023-11-09,43,Entre Beso y Beso,Ke Personajes,6abr2lKyMZTy21gSPWm7aG,78,153488,0,1tTfu4nQ2JUavleM8xoq5a,2023-08-30,"cumbia, cuarteto",cumbia
2023-11-09,44,DISCOTEKA (feat. Locura Mix),The La Planta & BM & Alejo Isakk,5w7RsSgxxBwdVTSyQDj8Bi,78,204480,0,64rUVVmLA2xspGjE2nt6dx,2023-02-16,"cumbia, rkt, cuarteto, turreo",cumbia
